iata_code,icao_code,ident,name,municipality,iso_country,continent,latitude_deg,longitude_deg,type,scheduled_service
HWA,AYHU,AYHU,Hawabango Airport,Hawabango,PG,OC,-7.392994,146.003487,small_airport,no
IIS,AYIA,AYIA,Nissan Island Airport,Nissan Island,PG,OC,-4.49972009659,154.225997925,small_airport,no
IDN,AYID,AYID,Indagen Airport,Indagen,PG,OC,-6.22663,147.244,small_airport,no
IMN,AYII,AYII,Imane Airport,Imane,PG,OC,-6.7524,146.1072,small_airport,no
KGM,AYIM,AYIM,Kungim Airport,Kungim,PG,OC,-5.671,141.03,small_airport,no
IMD,AYIO,AYIO,Imonda Airport,Imonda,PG,OC,-3.328,141.1573,small_airport,no
KIE,AYIQ,AYIQ,Aropa Airport,Kieta,PG,OC,-6.305727,155.728249,small_airport,yes
IAL,,AYIU,Ialibu Airport,Ialibu,PG,OC,-6.2782,143.9944,small_airport,no
WSA,AYIW,AYIW,Wasua Airport,Wasua,PG,OC,-8.2836,142.8697,small_airport,no
WIU,AYIX,AYIX,Witu Airport,Garove Island,PG,OC,-4.689522,149.440112,small_airport,no
MPX,AYIY,AYIY,Miyanmin Airport,Miyanmin,PG,OC,-4.903055555560001,141.620833333,small_airport,no
KGH,AYJO,AYJO,Yongai Airport,Yongai,PG,OC,-8.5289,147.4603,small_airport,no
JOP,AYJS,AYJS,Josephstaal Airport,Josephstaal,PG,OC,-4.74708333333,145.007083333,small_airport,no
LSA,AYKA,AYKA,Losuia Airport,Losuia,PG,OC,-8.505820274353027,151.08099365234375,small_airport,yes
KBM,AYKB,AYKB,Kabwum,,PG,OC,-6.15547222222,147.191472222,small_airport,no
KDR,AYKC,AYKC,Kandrian Airport,Kandrian,PG,OC,-6.19217,149.54783,small_airport,no
KMF,AYKD,AYKD,Kamina Airport,Hoieti,PG,OC,-7.64925,145.956944444,small_airport,no
KPA,AYKG,AYKG,Kopiago Airport,Kopiago,PG,OC,-5.3883,142.4977,small_airport,no
KAQ,AYKH,AYKH,Kamulai Airport,Kamulai Mission,PG,OC,-8.150694444440001,146.834,small_airport,no
UNG,AYKI,AYKI,Kiunga Airport,Kiunga,PG,OC,-6.1257100105285645,141.28199768066406,small_airport,yes
KNE,AYKJ,AYKJ,Kanainj Airport,Kanainj,PG,OC,-5.2903,144.7072,small_airport,no
KRI,AYKK,AYKK,Kikori Airport,Kikori,PG,OC,-7.42438,144.250076,small_airport,yes
KMA,AYKM,AYKM,Kerema Airport,Kerema,PG,OC,-7.96361017227,145.770996094,medium_airport,yes
KKD,AYKO,AYKO,Kokoda Airport,Kokoda,PG,OC,-8.884679,147.730957,small_airport,no
KGW,AYKQ,AYKQ,Kagi Airport,Kagi,PG,OC,-9.135916666670001,147.669444444,small_airport,no
KRX,AYKR,AYKR,Kar Kar Airport,Kar Kar Island,PG,OC,-4.557,145.9404,small_airport,no
KZF,AYKT,AYKT,Kaintiba Airport,Kaintiba,PG,OC,-7.50025,146.033833333,small_airport,no
KUQ,AYKU,AYKU,Kuri Airport,Kuri,PG,OC,-7.135083,143.276111,small_airport,no
KVG,AYKV,AYKV,Kavieng Airport,Kavieng,PG,OC,-2.57940006256,150.807998657,medium_airport,yes
KWO,AYKW,AYKW,Kawito Airport,Kawito,PG,OC,-7.977006912229999,142.823577881,small_airport,no
LNV,AYKY,AYKY,Londolovit Airport,Londolovit,PG,OC,-3.04361009598,152.628997803,small_airport,yes
LAB,AYLB,AYLB,Lab Lab Airport,Lab Lab Mission,PG,OC,-5.7204,148.0566,small_airport,no
KEG,AYLG,AYLG,Keglsugl Airport,Denglagu Mission,PG,OC,-5.83277777778,145.097222222,small_airport,no
KII,AYLI,AYLI,Kibuli Airstrip,Kibuli,PG,OC,-9.006528,142.698056,small_airport,no
LGN,AYLL,AYLL,Linga Linga Airport,Linga Linga,PG,OC,-5.5319444444400006,149.734166667,small_airport,no
LNM,AYLN,AYLN,Langimar Airport,,PG,OC,-7.22313888889,146.227083333,small_airport,no
LWI,AYLO,AYLO,Lowai Airport,Lowai,PG,OC,-6.3344,146.6458,small_airport,no
LPN,AYLP,AYLP,Leron Plains Airport,Leron Plains,PG,OC,-6.3917,146.3434,small_airport,no
LNG,AYLS,AYLS,Lese Airport,Lese,PG,OC,-8.2799,146.2765,small_airport,no
LNC,AYLT,AYLT,Lengbati Airport,,PG,OC,-6.384611111110001,147.368638889,small_airport,no
LMI,AYLU,AYLU,Lumi Airport,Lumi,PG,OC,-3.47683951134,142.041292191,small_airport,no
LSJ,AYLX,AYLX,Long Island Airport,Long Island,PG,OC,-5.3604,147.0177,small_airport,no
AYM,,AYM,Yas Island Seaplane Base,Abu Dhabi,AE,AS,24.467,54.6103,seaplane_base,no
MRM,AYMA,AYMA,Manari Airport,Manari,PG,OC,-9.1908,147.6219,small_airport,no
OBM,AYMB,AYMB,Morobe Airport,Morobe,PG,OC,-7.74,147.59,small_airport,no
MYX,AYMC,AYMC,Menyamya Airport,Menyamya,PG,OC,-7.21166666667,146.019361111,small_airport,no
MAG,AYMD,AYMD,Madang Airport,Madang,PG,OC,-5.20707988739,145.789001465,medium_airport,yes
HGU,AYMH,AYMH,Mount Hagen Kagamuga Airport,Mount Hagen,PG,OC,-5.828212,144.299412,medium_airport,yes
MXK,AYMI,AYMI,Mindik Airport,Mindik,PG,OC,-6.47166666667,147.441138889,small_airport,no
MPG,AYMJ,AYMJ,Makini Airport,Makini,PG,OC,-6.532222222220001,147.651166667,small_airport,no
GUV,AYML,AYML,Mougulu Airport,Mougulu,PG,OC,-6.280859,142.420775,small_airport,no
MDU,AYMN,AYMN,Mendi Airport,Mendi,PG,OC,-6.14774,143.656998,medium_airport,yes
MAS,AYMO,AYMO,Momote Airport,Manus Island,PG,OC,-2.06189,147.423996,medium_airport,yes
MLQ,AYMP,AYMP,Malalaua Airport,Malalaua,PG,OC,-8.07138888889,146.155472222,small_airport,no
MQO,AYMQ,AYMQ,Malam Airport,Malam,PG,OC,-8.70916666667,142.649722222,small_airport,no
MXH,AYMR,AYMR,Moro Airport,Moro,PG,OC,-6.36332988739,143.238006592,small_airport,yes
MIS,AYMS,AYMS,Misima Island Airport,Misima Island,PG,OC,-10.689200401299999,152.837997437,small_airport,yes
MKN,AYMV,AYMV,Malekolon Airport,Babase Island,PG,OC,-4.02343055556,153.657277778,small_airport,no
MWG,AYMW,AYMW,Marawaka Airport,Marawaka,PG,OC,-6.9736,145.8849,small_airport,no
MPU,AYMZ,AYMZ,Mapua(Mabua) Airport,Tatau Island,PG,OC,-2.81138888889,151.991111111,small_airport,no
NKN,AYNA,AYNA,Nankina Airport,Gwarawon,PG,OC,-5.837,146.4533,small_airport,no
KEX,AYNB,AYNB,Kanabea Airport,Kanabea,PG,OC,-7.538888888890001,145.905,small_airport,no
NDN,AYNC,AYNC,Nadunumu Airport,Nadunumu,PG,OC,-9.14355555556,147.68425,small_airport,no
AUI,AYND,AYND,Aua Island Airport,Aua Island,PG,OC,-1.46055555556,143.064722222,small_airport,no
GBF,AYNE,AYNE,Negarbo(Negabo) Airport,Negarbo,PG,OC,-6.567778,144.703058,small_airport,no
MFO,,AYNG,Manguna Airport,Manguna,PG,OC,-5.577778,151.792333,small_airport,no
NUG,AYNI,AYNI,Nuguria Airstrip,Nuguria Island,PG,OC,-3.4075,154.7383,small_airport,no
NDI,AYNJ,AYNJ,Namudi Airport,Namudi,PG,OC,-9.47375,148.329416667,small_airport,no
KSB,AYNM,AYNM,Kasonombe Airport,Kasonombe,PG,OC,-6.3819,146.9859,small_airport,no
KDP,AYNN,AYNN,Kandep Airport,Kandep,PG,OC,-5.84061111111,143.507222222,small_airport,no
NMN,AYNO,AYNO,Nomane Airport,Namane,PG,OC,-6.32183,145.070667,small_airport,no
BXZ,AYNS,AYNS,Bunsil Airport,Bunsil - Umboi Island,PG,OC,-5.7243,147.8667,small_airport,no
UKU,AYNU,AYNU,Nuku Airport,Nuku,PG,OC,-3.676765,142.48492,small_airport,no
ATN,AYNX,AYNX,Namatanai Airport,Namatanai,PG,OC,-3.6695,152.438,small_airport,no
NBA,AYNY,AYNY,Nambaiyufa Airport,Nambaiyufa,PG,OC,-6.2412,145.2424,small_airport,no
LAE,AYNZ,AYNZ,Nadzab Tomodachi International Airport,Lae,PG,OC,-6.567995,146.726544,large_airport,yes
OBX,AYOB,AYOB,Obo Airport,Obo,PG,OC,-7.590622421369999,141.324262619,small_airport,yes
KGB,AYOE,AYOE,Konge Airport,Konge,PG,OC,-6.2239,147.2152,small_airport,no
OKV,AYOF,AYOF,Okao Airport,Okao,PG,OC,-5.55666666667,141.032777778,small_airport,no
OGE,AYOG,AYOG,Ogeranang Airport,,PG,OC,-6.46675,147.364166667,small_airport,no
OKP,AYOJ,AYOJ,Oksapmin Airport,Oksapmin,PG,OC,-5.2261,142.2259,small_airport,no
HOC,AYOK,AYOK,Komako Airport,Komako,PG,OC,-7.3984,145.8827,small_airport,no
KQL,AYOL,AYOL,Kol Airport,Kol,PG,OC,-5.73116666667,144.846,small_airport,no
OSE,AYOM,AYOM,Omora Airport,Omora,PG,OC,-7.82777777778,147.080638889,small_airport,no
KOM,AYOO,AYOO,Komo-Manda Airport,Komo,PG,OC,-6.0682,142.8598,small_airport,no
KSP,AYOP,AYOP,Kosipe Airport,Kosipe Mission,PG,OC,-8.450716,147.209195,small_airport,no
KCJ,AYOQ,AYOQ,Komaio Airport,Komaio,PG,OC,-7.2714,143.5952,small_airport,no
OLQ,AYOV,AYOV,Olsobip Airport,Olsobip,PG,OC,-5.3897222222200005,141.515277778,small_airport,no
KDE,AYOW,AYOW,Koroba Airport,Koroba,PG,OC,-5.6952,142.7441,small_airport,no
OPB,,AYOY,Open Bay Airport,Maitanakunai,PG,OC,-4.794727,151.696195,small_airport,no
PLE,AYPB,AYPB,Paiela Airport,Paiela,PG,OC,-5.372407,142.975774,small_airport,no
PGB,AYPC,AYPC,Pangoa Airport,Pangoa,PG,OC,-7.0226,141.5605,small_airport,no
PDI,AYPD,AYPD,Pindiu Airport,Pindiu,PG,OC,-6.445138888890001,147.515833333,small_airport,no
APR,AYPE,AYPE,April River Airport,April River,PG,OC,-4.67666666667,142.540138889,small_airport,no
PGN,AYPG,AYPG,Pangia Airport,Pangia,PG,OC,-6.386,144.1084,small_airport,no
PMP,AYPJ,AYPJ,Pimaga Airport,Pimaga,PG,OC,-6.49916666667,143.510277778,small_airport,no
MPF,AYPO,AYPO,Mapoda Airport,Mapoda,PG,OC,-7.979,143.1694,small_airport,no
PMN,AYPQ,AYPQ,Pumani Airport,Pumani,PG,OC,-9.7469,149.4766,small_airport,no
WLU,,AYPU,Walluanda Airport,Puri,PG,OC,-6.475161,143.987222,small_airport,no
POM,AYPY,AYPY,Port Moresby Jacksons International Airport,Port Moresby,PG,OC,-9.443380355834961,147.22000122070312,large_airport,yes
KRJ,AYQA,AYQA,Karawari Airstrip,Amboin,PG,OC,-4.59666666667,143.5225,small_airport,no
TLP,AYQL,AYQL,Tumolbil Airport,Tumolbil,PG,OC,-4.7748,141.0133,small_airport,no
SPH,AYQO,AYQO,Sopu Airport,Sopu,PG,OC,-8.3038,147.1659,small_airport,no
ONB,AYQQ,AYQQ,Ononge Airport,Onange Mission,PG,OC,-8.67436111111,147.262416667,small_airport,no
SXA,AYQS,AYQS,Sialum Airport,Sialum,PG,OC,-6.0908,147.5955,small_airport,no
KIQ,AYRA,AYRA,Kira Airport,Kira,PG,OC,-8.065111111110001,147.332027778,small_airport,no
RBP,AYRE,AYRE,Raba Raba Airport,Rabaraba,PG,OC,-9.97111111111,149.832222222,small_airport,no
RMN,AYRG,AYRG,Rumginae Airport,,PG,OC,-5.89722222222,141.271666667,small_airport,no
KMR,AYRI,AYRI,Karimui Airport,Karimui,PG,OC,-6.4921,144.823,small_airport,no
RKU,AYRK,AYRK,Kairuku Airport,Yule Island,PG,OC,-8.817000054,146.5243833,small_airport,no
MWI,AYRM,AYRM,Maramuni Airport,Maramuni,PG,OC,-5.13,143.4829,small_airport,no
KOR,AYRO,AYRO,Kakoro(Koroko) Airstrip,Kakoro,PG,OC,-7.8346666666700004,146.5335,small_airport,no
MRH,,AYRV,May River Airstrip,May River,PG,OC,-4.3615,141.785,small_airport,no
SBE,AYSA,AYSA,Suabi Airport,,PG,OC,-6.10444444444,142.278333333,small_airport,no
SDI,AYSD,AYSD,Saidor Airport,Saidor,PG,OC,-5.62713888889,146.462777778,small_airport,no
NIS,AYSE,AYSE,Simberi Airport,Simberi Island,PG,OC,-2.66222222222,151.997777778,small_airport,no
SFU,AYSF,AYSF,Safia Airport,Safia,PG,OC,-9.594471,148.639305,small_airport,no
SIL,AYSG,AYSG,Sila Airport,Sila Mission,PG,OC,-9.07355555556,148.38925,small_airport,no
SBV,AYSH,AYSH,Sabah Airport,Sabah,PG,OC,-5.5765,155.0489,small_airport,no
SIM,AYSJ,AYSJ,Simbai Airport,Simbai,PG,OC,-5.278611111110001,144.544722222,small_airport,no
SGK,AYSK,AYSK,Sengapi Airstrip,Sengapi,PG,OC,-5.12583333333,144.323611111,small_airport,no
SXH,AYSL,AYSL,Sehulea Airport,Sehulea,PG,OC,-9.96452777778,151.161861111,small_airport,no
SBC,AYSO,AYSO,Selbang Airport,Selbang,PG,OC,-5.315,141.752,small_airport,no
SMH,AYSP,AYSP,Sapmanga Airport,Sapmanga,PG,OC,-6.075277777779999,146.811111111,small_airport,no
SPV,,AYSQ,Sepik Plains Airport,Sepik Plains,PG,OC,-3.8821,143.6734,small_airport,no
TDS,AYSS,AYSS,Sasereme Airport,Sasereme,PG,OC,-7.6217,142.868,small_airport,yes
SKC,AYSU,AYSU,Suki Airport,Suki,PG,OC,-8.0466,141.7222,small_airport,no
SXW,AYSV,AYSV,Sauren Airport,Sauren,PG,OC,-5.9701,148.8543,small_airport,no
SWG,AYSW,AYSW,Satwag Airport,Satwag,PG,OC,-6.13955555556,147.279166667,small_airport,no
MBV,AYSX,AYSX,Masa Airport,Masa,PG,OC,-6.345,147.591,small_airport,no
TIZ,AYTA,AYTA,Tari Airport,Tari,PG,OC,-5.845,142.947998,small_airport,yes
TBG,AYTB,AYTB,Tabubil Airport,Tabubil,PG,OC,-5.280471,141.227576,small_airport,yes
TFM,AYTE,AYTE,Telefomin Airport,Telefomin,PG,OC,-5.12608,141.641922,small_airport,no
TDB,AYTF,AYTF,Tetebedi Airport,Tetebedi,PG,OC,-9.1586,148.0686,small_airport,no
TGL,AYTG,AYTG,Tagula Airport,Sudest Island,PG,OC,-11.3311111111,153.202916667,small_airport,no
TFB,AYTH,AYTH,Tifalmin Airport,Tifalmin,PG,OC,-5.117249,141.418076,small_airport,no
TPI,AYTI,AYTI,Tapini Airport,Tapini,PG,OC,-8.35666666667,146.989166667,small_airport,yes
RAB,AYTK,AYTK,Tokua Airport,Kokopo,PG,OC,-4.34046,152.380005,medium_airport,yes
TKW,AYTN,AYTN,Tekin Airport,Tekin,PG,OC,-5.243667,142.165194,small_airport,no
KDQ,AYTO,AYTO,Kamberatoro Airport,Kamberatoro Mission,PG,OC,-3.600556,141.051667,small_airport,no
TEP,AYTP,AYTP,Tep Tep Airport,Teptep,PG,OC,-5.9553,146.5595,small_airport,no
TBQ,AYTR,AYTR,Tarabo Airport,Tarabo,PG,OC,-6.46666666667,145.532222222,small_airport,no
TSW,AYTS,AYTS,Tsewi Airport,Tsewi,PG,OC,-7.0695,146.1272,small_airport,no
TRJ,AYTT,AYTT,Tarakbits Airport,Tarakbits,PG,OC,-5.614,141.0421,small_airport,no
TFI,AYTU,AYTU,Tufi Airport,Tufi,PG,OC,-9.07595443726,149.319839478,small_airport,yes
TBE,AYTV,AYTV,Timbunke Airport,Timbunke,PG,OC,-4.196633,143.519222,small_airport,no
TWY,AYTW,AYTW,Tawa Airport,Tawa,PG,OC,-7.4463,146.1067,small_airport,no
TEO,AYTY,AYTY,Terapo Airport,Terapo Mission,PG,OC,-8.16972222222,146.194444444,small_airport,no
TKB,AYTZ,AYTZ,Tekadu Airport,Tekadu,PG,OC,-7.6808,146.5503,small_airport,no
UMC,AYUC,AYUC,Umba Airport,Umba,PG,OC,-7.0214,145.966,small_airport,no
URU,AYUE,AYUE,Uroubi Airport,Uroubi,PG,OC,-9.5162,148.5591,small_airport,no
UBI,AYUI,AYUI,Buin Airport,Buin,PG,OC,-6.72916666667,155.683333333,small_airport,no
AUV,AYUM,AYUM,Aumo Airport,Aumo,PG,OC,-5.731111111110001,148.445277778,small_airport,no
GLP,AYUP,AYUP,Gulgubip Airport,Gulgubip,PG,OC,-5.2808,141.5411,small_airport,no
UPR,AYUR,AYUR,Upiara Airport,Upiara,PG,OC,-8.5411,142.6503,small_airport,no
KUX,AYUY,AYUY,Kuyol Airport,,PG,OC,-5.372361111110001,141.623888889,small_airport,no
UVO,AYUZ,AYUZ,Uvol Airport,Uvol,PG,OC,-6.0178,150.9557,small_airport,no
TLW,AYVL,AYVL,Talasea Airport,Talasea,PG,OC,-5.2726,150.0089,small_airport,no
TCJ,AYVM,AYVM,Torembi Airport,Torembi,PG,OC,-4.0165,143.1329,small_airport,no
VAI,AYVN,AYVN,Vanimo Airport,Vanimo,PG,OC,-2.6926,141.3028,medium_airport,yes
TON,AYVO,AYVO,Tonu Airport,Tonu,PG,OC,-6.6552,155.4326,small_airport,no
WUV,AYVW,AYVW,Wuvulu Island Airport,Wuvulu Island,PG,OC,-1.73611111111,142.836666667,small_airport,no
WAO,AYWB,AYWB,Wabo Airport,Wabo,PG,OC,-6.98944444444,145.075111111,small_airport,no
WTT,AYWC,AYWC,Wantoat Airport,Wantoat,PG,OC,-6.1325,146.467777778,small_airport,no
WBM,AYWD,AYWD,Wapenamanda Airport,Wapenamanda,PG,OC,-5.635293,143.892231,medium_airport,yes
WAJ,AYWF,AYWF,Wawoi Falls Airport,Wavoi Falls,PG,OC,-6.9523,142.6557,small_airport,no
AGL,AYWG,AYWG,Wanigela Airport,Wanigela,PG,OC,-9.3375,149.155556,small_airport,no
WNU,AYWH,AYWH,Wanuma Airport,Wanuma,PG,OC,-4.8961,145.3213,small_airport,no
WBC,AYWJ,AYWJ,Wapolu Airport,Wapolu,PG,OC,-9.3376,150.5093,small_airport,no
WWK,AYWK,AYWK,Wewak International Airport,Wewak,PG,OC,-3.58383011818,143.669006348,medium_airport,yes
WOA,AYWO,AYWO,Wonenara Airport,Wonenara,PG,OC,-6.796861111110001,145.891944444,small_airport,no
WKN,AYWQ,AYWQ,Wakunai Airport,Wakunai,PG,OC,-5.8603,155.2223,small_airport,no
WSU,AYWS,AYWS,Wasu Airport,Wasu,PG,OC,-5.96170944919,147.19822526,small_airport,no
WTP,AYWT,AYWT,Woitape Airport,Fatima Mission,PG,OC,-8.545833,147.2525,small_airport,no
WUG,AYWU,AYWU,Wau Airport,Wau,PG,OC,-7.345556,146.718611,small_airport,no
YVD,AYXE,AYXE,Yeva Airport,Yeva,PG,OC,-7.548,146.188,small_airport,no
SMJ,AYXI,AYXI,Sim Airport,Sim,PG,OC,-7.75,146.9273,small_airport,no
TLO,AYXO,AYXO,Tol Airport,Tol,PG,OC,-4.98083019257,152.009994507,small_airport,no
WPM,AYXP,AYXP,Wipim Airport,Wipim,PG,OC,-8.78822,142.882004,small_airport,no
WEP,AYXW,AYXW,Weam Airport,Weam,PG,OC,-8.6184,141.1381,small_airport,no
AYY,,AYY,Arugam Bay SPB,Pottuvil,LK,AS,6.86,81.82388888890002,seaplane_base,no
KYX,AYYE,AYYE,Yalumet Airport,Yalumet,PG,OC,-6.09,147.0117,small_airport,no
YEQ,AYYK,AYYK,Yenkis(Yankisa) Airport,,PG,OC,-5.10972222222,143.917666667,small_airport,no
TCK,AYYL,AYYL,Tinboli Airport,Tinboli,PG,OC,-4.0949,143.3838,small_airport,no
LNF,AYYM,AYYM,Munbil Airport,,PG,OC,-4.855941,141.220165,small_airport,no
RAX,AYYO,AYYO,Oram Airport,,PG,OC,-9.632916666669997,148.048055556,small_airport,no
KPE,AYYP,AYYP,Yapsiei Airport,,PG,OC,-4.6280555555600005,141.094166667,small_airport,no
KSX,AYYR,AYYR,Yasuru Airport,Yasuru,PG,OC,-6.6015,146.1813,small_airport,no
ZEN,AYZA,AYZA,Zenag Airport,Zenag,PG,OC,-6.9522222222200005,146.61625,small_airport,no
SWR,AYZI,AYZI,Silur Airport,Silur Mission,PG,OC,-4.5298888888899995,153.054444444,small_airport,no
WUM,,AYZM,Wasum Airport,Wasum,PG,OC,-6.0491,149.337,small_airport,no
SIZ,AYZN,AYZN,Sissano Airport,Sissano,PG,OC,-2.99944444444,142.0445,small_airport,no
OSG,AYZS,AYZS,Ossima Airport,Ossima,PG,OC,-2.91555555556,141.297305556,small_airport,no
ZXT,UBTT,AZ-0001,Zabrat Airport,Zabrat,AZ,AS,40.494884,49.977065,medium_airport,no
HAE,,AZ15,Lava Falls Heliport,Supai Village,US,NA,36.191600799599996,-113.092002869,heliport,no
AZB,,AZB,Amazon Bay Airport,,PG,OC,-10.2991666667,149.338333333,small_airport,no
BAJ,,BAJ,Bali Airport,Unea Island,PG,OC,-4.8833333333299995,149.133333333,small_airport,no
BCW,,BCW,Benguera Island Airport,Benguera Island,MZ,AF,-21.8533,35.438301,medium_airport,no
BCZ,,BCZ,Milyakburra Airport,Bickerton Island,AU,OC,-13.780833333299999,136.201666667,small_airport,no
JAM,,BG-JAM,Bezmer Air Base,Bezmer,BG,EU,42.454899,26.3522,medium_airport,no
JEG,BGAA,BGAA,Aasiaat Airport,Aasiaat,GL,NA,68.721802,-52.784698,medium_airport,yes
AOQ,,BGAG,Aappilattoq Heliport,Aappilattoq,GL,NA,72.88703,-55.596287,heliport,yes
AGM,,BGAM,Tasiilaq Heliport,Tasiilaq,GL,NA,65.612296,-37.618335,heliport,yes
LLU,,BGAP,Alluitsup Paa Heliport,Alluitsup Paa,GL,NA,60.46445,-45.56917,heliport,yes
QUV,,BGAQ,Aappilattoq Heliport,Aappilattoq,GL,NA,60.148357,-44.286916,heliport,yes
JRK,,BGAR,Arsuk Heliport,Arsuk,GL,NA,61.176828,-48.419698,heliport,no
QUW,,BGAS,Ammassivik Heliport,Ammassivik,GL,NA,60.597376,-45.382445,heliport,yes
QGQ,,BGAT,Attu Heliport,Attu,GL,NA,67.940663,-53.62187,heliport,yes
UAK,BGBW,BGBW,Narsarsuaq Airport,Narsarsuaq,GL,NA,61.15958,-45.42469,heliport,yes
JCH,BGCH,BGCH,Qasigiannguit Heliport,Qasigiannguit,GL,NA,68.822816,-51.173447,heliport,yes
CNP,BGCO,BGCO,Neerlerit Inaat Airport,Neerlerit Inaat,GL,NA,70.743103,-22.650499,medium_airport,yes
QFG,,BGET,Eqalugaarsuit Heliport,Eqalugaarsuit,GL,NA,60.61972,-45.914062,heliport,yes
QFN,,BGFD,Narsarmijit Heliport,Narsarmijit,GL,NA,60.004694,-44.656935,heliport,yes
JGR,,BGGD,Kangilinnguit Heliport,Kangilinnguit,GL,NA,61.22896,-48.09698,heliport,yes
GOH,BGGH,BGGH,Nuuk International Airport,Nuuk,GL,NA,64.191066,-51.67914,large_airport,yes
JGO,,BGGN,Qeqertarsuaq Heliport,Qeqertarsuaq,GL,NA,69.251182,-53.514876,heliport,yes
IKE,,BGIA,Ikerasak Heliport,Ikerasak,GL,NA,70.498145,-51.303084,heliport,yes
QFI,BGIG,BGIG,Iginniarfik Heliport,Iginniarfik,GL,NA,68.14583,-53.16916,heliport,yes
QRY,,BGIK,Ikerassaarsuk Heliport,Ikerassaarsuk,GL,NA,68.140881,-53.441459,heliport,yes
XIQ,,BGIL,Ilimanaq Heliport,Ilimanaq,GL,NA,69.080915,-51.114315,heliport,yes
IUI,,BGIN,Innarsuit Heliport,Innarsuit,GL,NA,73.199895,-56.010817,heliport,yes
IOQ,,BGIS,Isortoq Heliport,Isortoq,GL,NA,65.547792,-38.976552,heliport,yes
QJI,,BGIT,Ikamiut Heliport,Ikamiut,GL,NA,68.634253,-51.832262,heliport,yes
JAV,BGJN,BGJN,Ilulissat Airport,Ilulissat,GL,NA,69.243202,-51.057098,medium_airport,yes
QPW,,BGKA,Kangaatsiaq Heliport,Kangaatsiaq,GL,NA,68.312657,-53.460208,heliport,yes
KUS,BGKK,BGKK,Kulusuk Airport,Kulusuk,GL,NA,65.573601,-37.1236,medium_airport,yes
KUZ,,BGKM,Kuummiut Heliport,Kuummiut,GL,NA,65.863935,-36.997919,heliport,yes
KHQ,,BGKQ,Kullorsuaq Heliport,Kullorsuaq,GL,NA,74.57805,-57.226828,heliport,no
KGQ,,BGKS,Kangersuatsiaq Heliport,Kangersuatsiaq,GL,NA,72.381092,-55.536586,heliport,yes
QJE,,BGKT,Kitsissuarsuit Heliport,Kitsissuarsuit,GL,NA,68.857926,-53.123295,heliport,yes
IOT,,BGLL,Illorsuit Heliport,Illorsuit,GL,NA,71.241944,-53.562877,heliport,yes
JSU,BGMQ,BGMQ,Maniitsoq Airport,Maniitsoq,GL,NA,65.412498,-52.9394,small_airport,yes
JNN,,BGNN,Nanortalik Heliport,Nanortalik,GL,NA,60.141884,-45.232977,heliport,yes
JUU,,BGNQ,Nuugaatsiaq Heliport,Nuugaatsiaq,GL,NA,71.538769,-53.205038,heliport,yes
JNS,,BGNS,Narsaq Heliport,Narsaq,GL,NA,60.917283,-46.059923,heliport,yes
NIQ,,BGNT,Niaqornat Heliport,Niaqornat,GL,NA,70.789385,-53.662945,heliport,yes
NSQ,,BGNU,Nuussuaq Heliport,Nuussuaq,GL,NA,74.109853,-57.065037,heliport,no
JFR,BGPT,BGPT,Paamiut Airport,Paamiut,GL,NA,62.014736,-49.670937,small_airport,yes
PQT,,BGQE,Qeqertaq Heliport,Qeqertaq,GL,NA,69.995861,-51.300917,heliport,yes
NAQ,BGQQ,BGQQ,Qaanaaq Airport,Qaanaaq,GL,NA,77.488602,-69.388702,medium_airport,yes
QJH,,BGQT,Qassimiut Heliport,Qassimiut,GL,NA,60.780959,-47.156249,heliport,yes
OBY,,BGSC,Ittoqqortoormiit Heliport,Ittoqqortoormiit,GL,NA,70.488229,-21.97168,heliport,yes
SFJ,BGSF,BGSF,Kangerlussuaq International Airport,Kangerlussuaq,GL,NA,67.010446,-50.715294,medium_airport,yes
SGG,BGSG,BGSG,Sermiligaaq Heliport,Sermiligaaq,GL,NA,65.90592,-36.378254,heliport,yes
SRK,BGSI,BGSI,Siorapaluk Heliport,Siorapaluk,GL,NA,77.786517,-70.638657,heliport,yes
QOQ,BGSO,BGSO,Saarloq Heliport,Saarloq,GL,NA,60.537778,-46.024722,heliport,yes
JHS,BGSS,BGSS,Sisimiut Airport,Sisimiut,GL,NA,66.951302,-53.729301,medium_airport,yes
SAE,BGST,BGST,Saattut Heliport,Saattut,GL,NA,70.811172,-51.63129,heliport,yes
SVR,BGSV,BGSV,Savissivik Heliport,Savissivik,GL,NA,76.018613,-65.117683,heliport,yes
TQA,BGTA,BGTA,Tasiusaq Heliport,Tasiusaq,GL,NA,73.373055,-56.06028,heliport,yes
THU,BGTL,BGTL,Pituffik Space Base,Pituffik,GL,NA,76.53063,-68.700541,medium_airport,no
TQI,BGTN,BGTN,Tiniteqilaaq Heliport,Tiniteqilaaq,GL,NA,65.892027,-37.783409,heliport,yes
XEQ,BGTQ,BGTQ,Tasiusaq Heliport,Tasiusak,GL,NA,60.194305,-44.813447,heliport,yes
JUV,BGUK,BGUK,Upernavik Airport,Upernavik,GL,NA,72.790199,-56.1306,small_airport,yes
UMD,BGUM,BGUM,Uummannaq Heliport,Uummannaq,GL,NA,70.680428,-52.11163,heliport,yes
JQA,BGUQ,BGUQ,Qaarsut Airport,Uummannaq,GL,NA,70.7342,-52.696201,small_airport,yes
